"","company_name","overall_rating","num_reviews","company_url","headquarters","review_summary","link_to_reviews"
"5643","Education Reform Now","1.2","4","www.edreformnow.org","Brooklyn, NY","The best thing is you can set up your own schedule and shift at your own convenience. The training methods may seem repetitive but you will be able… See all Reviews","http://www.glassdoor.com/Reviews/Education-Reform-Now-Reviews-E648074.htm"
"5644","Bluum","1.9","4","www.bluum.com","New York, NY","If you're used to working for established companies, working for a start up can be an interesting change, and in some cases, a chance to grow and… See all Reviews","http://www.glassdoor.com/Reviews/Bluum-Reviews-E858822.htm"
"5645","APT212","4.5","4","www.apt212.com","New York, NY","Apt212 was an extremely welcoming group of colleagues from the start. I have been with the company for almost 4 months now and everyone took part in… See all Reviews","http://www.glassdoor.com/Reviews/APT212-Reviews-E945361.htm"
"5646","SeniorCare EMS","3.2","4","www.seniorcareems.com","New York, NY","working equipment lots of OT lot of different working hours See all Reviews","http://www.glassdoor.com/Reviews/SeniorCare-EMS-Reviews-E746333.htm"
"5647","Susan Magrino Agency","2.6","4","www.smapr.com","New York, NY","Immediate client access. Opportunity to grow and work with incredible brands. Senior staff are very supportive and can teach you a lot. New offices… See all Reviews","http://www.glassdoor.com/Reviews/Susan-Magrino-Agency-Reviews-E756327.htm"
"5648","The Judge Organization","1.2","4","www.judgeorg.com","Newark, NJ","you can work 70 hours a week most cases to make any $ some people who work there are really nice and just deal with the stress See all Reviews","http://www.glassdoor.com/Reviews/The-Judge-Organization-Reviews-E711167.htm"
"5649","Mimedia","3.4","4","www.mimedia.com","Brooklyn, NY","Flexible and accommodating, cool office space, fun group of employees with a shared mission to deliver a world-class product. There is a ton of… See all Reviews","http://www.glassdoor.com/Reviews/Mimedia-Reviews-E723737.htm"
"5650","BOLD Worldwide","5.0","4","www.boldworldwide.com","New York, NY","Everyone is happy! Happy team happy work! See all Reviews","http://www.glassdoor.com/Reviews/BOLD-Worldwide-Reviews-E825931.htm"
"5651","LiveU","2.5","4","www.liveu.tv","Kfar Saba, Israel","Awesome laid back place. Open door policy See all Reviews","http://www.glassdoor.com/Reviews/LiveU-Reviews-E560489.htm"
"5652","Schultheis & Panettieri","2.8","4","www.snpcpa.com","Hauppauge, NY","The professional and friendly atmosphere are two of the most important qualities that the firm has to offer. As an IT staff member for over five… See all Reviews","http://www.glassdoor.com/Reviews/Schultheis-and-Panettieri-Reviews-E562192.htm"
"5653","Galaxy Towers Condo Assoc","3.7","4",NA,"Guttenberg, NJ","Great place to work overall. See all Reviews","http://www.glassdoor.com/Reviews/Galaxy-Towers-Condo-Assoc-Reviews-E538061.htm"
"5654","Strike Force Protective Services","2.4","4","www.strikeforceprotectiveservices.com","Springfield, NJ","It's a job, but that's it. See all Reviews","http://www.glassdoor.com/Reviews/Strike-Force-Protective-Services-Reviews-E538296.htm"
"5655","Wolff & Samson PC","1.2","4","www.wolffsamson.com","West Orange, NJ","Holiday bonus, good work-life balance (as staff). Some attorneys can be good to work for and will back you when no one else does. Annual raises. See all Reviews","http://www.glassdoor.com/Reviews/Wolff-and-Samson-PC-Reviews-E700321.htm"
"5656","PlaceIQ","5.0","4","www.placeiq.com","New York, NY","You want to work on new exciting things? You want to have fun while doing it? Want to work with very smart and driven people who also like to play… See all Reviews","http://www.glassdoor.com/Reviews/PlaceIQ-Reviews-E670873.htm"
"5657","Seventh House","2.4","4","www.seventhhousepr.com","New York, NY","What I love about interning at Seventh House is that there is no such thing as a typical day. One minute I could be logging in accessories to send… See all Reviews","http://www.glassdoor.com/Reviews/Seventh-House-Reviews-E663687.htm"
"5658","St. Jacques Marketing","3.2","4","www.stjacques.com","Morristown, NJ","What a difference a year makes. This company has completely transformed over this past year. The owners have realized Senior Leadership is… See all Reviews","http://www.glassdoor.com/Reviews/St-Jacques-Marketing-Reviews-E664458.htm"
"5659","Catch 24","4.7","4","www.catch24design.com","New York, NY","The founder and manager of company is exceptional person. See all Reviews","http://www.glassdoor.com/Reviews/Catch-24-Reviews-E619683.htm"
"5660","NYU Child Study Center","3.3","4","www.aboutourkids.org","New York, NY","The Professors are kind; the tasks are not so hard. The atmosphere is good. See all Reviews","http://www.glassdoor.com/Reviews/NYU-Child-Study-Center-Reviews-E611460.htm"
"5661","Human Rights First","3.3","4","www.humanrightsfirst.org","New York, 061","Great benefits, good set of people to work with, issues are great and the communications team is on top of their game. The organization is on a… See all Reviews","http://www.glassdoor.com/Reviews/Human-Rights-First-Reviews-E259196.htm"
"5662","Calyon Securities USA","2.5","4","www.us.calyon.com","New York, NY","Descent place with some very smart people See all Reviews","http://www.glassdoor.com/Reviews/Calyon-Securities-USA-Reviews-E263240.htm"
"5663","Sunmerge Systems","1.8","4","www.sunmergesystems.com","Piscataway, NJ","Have very good and manipulative management . See all Reviews","http://www.glassdoor.com/Reviews/Sunmerge-Systems-Reviews-E267837.htm"
"5664","Elmhurst Dairy","2.7","4","www.elmhurstdairy.net","Jamaica, NY","(CUSTOMER SERVICE REP.)ok pay, flexible with hours, closed on sunday, free milk. easy job See all Reviews","http://www.glassdoor.com/Reviews/Elmhurst-Dairy-Reviews-E278013.htm"
"5665","Teltech Systems","4.5","4","teltechsystems.com","Garnerville, NY","Honestly, everything. The company sows into their employees with company lunches and daily breakfast, along with company outings to instill that… See all Reviews","http://www.glassdoor.com/Reviews/Teltech-Systems-Reviews-E237789.htm"
"5666","Glatt Air Techniques, Inc.","2.8","4","glattair.com","Ramsey, NJ","Job security - If you do your job well, you can have a long and rewarding career with Glatt. Great degree of professionalism between your colleagues… See all Reviews","http://www.glassdoor.com/Reviews/Glatt-Air-Techniques-Inc-Reviews-E249772.htm"
"5667","The Baddish Group","2.1","4","www.thebaddishgroup.com","New York, NY","There was not a single pro to working here. See all Reviews","http://www.glassdoor.com/Reviews/The-Baddish-Group-Reviews-E234612.htm"
"5668","Portfolio Evaluations, Inc.","3.6","4","porteval.com","Warren, NJ","Very cohesive group where everyone is willing to help one another. See all Reviews","http://www.glassdoor.com/Reviews/Portfolio-Evaluations-Inc-Reviews-E146790.htm"
"5669","USA Network","3.1","4","www.usanetwork.com","New York, NY","Great internal programs for training/learning about other departments/and just overall information or updates on NBC Universal as a whole. Everyone… See all Reviews","http://www.glassdoor.com/Reviews/USA-Network-Reviews-E38710.htm"
"5670","Lawrence Hospital Center","4.1","4","www.lawrencehealth.org","Bronxville, NY","Friendly environment Clean Good Pay Great area (neighborhood) Parking See all Reviews","http://www.glassdoor.com/Reviews/Lawrence-Hospital-Center-Reviews-E120986.htm"
"5671","NASDAQ Stock Market","3.6","4","www.nasdaq.com","Washington, DC","Good Company, Good managerial staff, Good Working condition See all Reviews","http://www.glassdoor.com/Reviews/NASDAQ-Stock-Market-Reviews-E393817.htm"
"5672","Air Techniques","4.2","4","www.airtechniques.com","Melville, NY","The range of work and the expertise of working along side a production factory. See all Reviews","http://www.glassdoor.com/Reviews/Air-Techniques-Reviews-E391259.htm"
"5673","Component Hardware Group","2.3","4","www.componenthardware.com","Lakewood, NJ","Good experience but not really a job for longevity. See all Reviews","http://www.glassdoor.com/Reviews/Component-Hardware-Group-Reviews-E386229.htm"
"5674","Architectural Systems","1.0","4","archsystems.com","New York, NY","Easy commute. Summer Fridays. Fairway grocery store around the corner. Trader Joe's fairly close as well. Food served at weekly meetings. Non-family… See all Reviews","http://www.glassdoor.com/Reviews/Architectural-Systems-Reviews-E412197.htm"
"5675","Connections Personnel of New York, Inc.","5.0","4","www.connectionsny.com","New York, NY","Connections was my first job out of college, and I am very happy I made the decision to work there. The company culture and the people are awesome… See all Reviews","http://www.glassdoor.com/Reviews/Connections-Personnel-of-New-York-Inc-Reviews-E428378.htm"
"5676","Global Resources Ltd","2.0","4","www.glblresources.com","Tinton Falls, NJ","Friendly environment (Clients) I enjoyed working with clients See all Reviews","http://www.glassdoor.com/Reviews/Global-Resources-Ltd-Reviews-E465845.htm"
"5677","Hudson Software","1.8","4","www.hudsonsoft.com","Elmsford, NY","Really enjoyed working with the people at the company. Really dedicated to providing good, quality technical support. Bosses and owners felt like… See all Reviews","http://www.glassdoor.com/Reviews/Hudson-Software-Reviews-E449820.htm"
"5678","QED National","2.6","4","qednational.com","New York, NY","A very quick hiring process from start to finish. See all Reviews","http://www.glassdoor.com/Reviews/QED-National-Reviews-E451006.htm"
"5679","Bon Secours Charity Health System","1.9","4","www.bschs.bonsecours.com","Marriottsville, MD","experience, people, fun, friendly, unity See all Reviews","http://www.glassdoor.com/Reviews/Bon-Secours-Charity-Health-System-Reviews-E368195.htm"
"5680","Halo Pharmaceutical","2.8","4","www.halopharma.com","Whippany, NJ","It was continuous job from abbott See all Reviews","http://www.glassdoor.com/Reviews/Halo-Pharmaceutical-Reviews-E360940.htm"
"5681","Cedar Crest Village","2.4","4","www.ericksonliving.com","Pompton Plains, NJ","flexible schedule. pay is ok. you meet new people. See all Reviews","http://www.glassdoor.com/Reviews/Cedar-Crest-Village-Reviews-E320347.htm"
"5682","Community Housing Innovations","2.8","4","www.chigrants.org","White Plains, NY","Great staff to work with, loved my coworkers. Great salary for field See all Reviews","http://www.glassdoor.com/Reviews/Community-Housing-Innovations-Reviews-E318292.htm"
"5683","Fuel Outdoor","3.6","4","www.fueloutdoor.com","New York, NY","Fuel has a friendly staff, and great management. The workspace is clean and open the office is at an ideal location. See all Reviews","http://www.glassdoor.com/Reviews/Fuel-Outdoor-Reviews-E328202.htm"
"5684","Concepts In Staffing","2.2","4","www.cisny.com","New York, NY","Creative and welcoming management and a steady flow of jobs See all Reviews","http://www.glassdoor.com/Reviews/Concepts-In-Staffing-Reviews-E309534.htm"
"5685","Altavista Group","4.7","4","www.altavg.com","New York, NY","I really got to see this company hands on by doing a second interview with them. We went out and did a Fundraising event for a Charity. I don't know… See all Reviews","http://www.glassdoor.com/Reviews/Altavista-Group-Reviews-E301896.htm"
"5686","Muze","3.3","4","www.muze.com","New York, NY","- Laid back atmosphere created no pressure in daily work. - Great group of co-workers and managers - Free promos given along with other perks… See all Reviews","http://www.glassdoor.com/Reviews/Muze-Reviews-E8593.htm"
"5687","Solaris Health System","2.3","4","www.jfkhealthsystem.org","Edison, NJ","The work atmosphere is heavily dependent on the charge nurse. If you have a competent one, no matter how stressful or how heavy the workload is, you… See all Reviews","http://www.glassdoor.com/Reviews/Solaris-Health-System-Reviews-E27711.htm"
